State,District,Most AQI Reached,Current AQI,Major Source of Pollution
Uttarakhand,Pauri Garhwal (Area 4),262,77,Waste Burning
Uttarakhand,Pauri Garhwal (Area 5),66,39,Road Dust
Uttarakhand,Pauri Garhwal (Area 6),151,88,Crop Burning
Uttarakhand,Pithoragarh,213,55,Construction Dust
Uttarakhand,Pithoragarh (Area 1),220,58,Road Dust
Uttarakhand,Pithoragarh (Area 2),159,152,Crop Burning
Uttarakhand,Pithoragarh (Area 3),237,68,Vehicle
Uttarakhand,Pithoragarh (Area 4),254,166,Industrial Emissions
Uttarakhand,Pithoragarh (Area 5),141,75,Crop Burning
Uttarakhand,Pithoragarh (Area 6),292,180,Waste Burning
Uttarakhand,Rudraprayag,263,32,Waste Burning
Uttarakhand,Rudraprayag (Area 1),187,122,Crop Burning
Uttarakhand,Rudraprayag (Area 2),118,94,Construction Dust
Uttarakhand,Rudraprayag (Area 3),177,89,Vehicle
Uttarakhand,Rudraprayag (Area 4),155,146,Domestic Fuel
Uttarakhand,Rudraprayag (Area 5),211,64,Construction Dust
Uttarakhand,Rudraprayag (Area 6),212,131,Construction Dust
Uttarakhand,Tehri Garhwal,151,105,Road Dust
Uttarakhand,Tehri Garhwal (Area 1),273,182,Waste Burning
Uttarakhand,Tehri Garhwal (Area 2),173,150,Road Dust
Uttarakhand,Tehri Garhwal (Area 3),276,177,Vehicle
Uttarakhand,Tehri Garhwal (Area 4),320,172,Industrial Emissions
Uttarakhand,Tehri Garhwal (Area 5),276,178,Construction Dust
Uttarakhand,Tehri Garhwal (Area 6),193,94,Domestic Fuel
Uttarakhand,Udham Singh Nagar,125,91,Industrial Emissions
Uttarakhand,Udham Singh Nagar (Area 1),199,133,Vehicle
Uttarakhand,Udham Singh Nagar (Area 2),267,72,Crop Burning
Uttarakhand,Udham Singh Nagar (Area 3),271,118,Construction Dust
Uttarakhand,Udham Singh Nagar (Area 4),296,56,Road Dust
Uttarakhand,Udham Singh Nagar (Area 5),146,136,Waste Burning
Uttarakhand,Udham Singh Nagar (Area 6),194,35,Industrial Emissions
Uttarakhand,Uttarkashi,298,150,Crop Burning
Uttarakhand,Uttarkashi (Area 1),221,161,Vehicle
Uttarakhand,Uttarkashi (Area 2),302,84,Crop Burning
Uttarakhand,Uttarkashi (Area 3),223,152,Construction Dust
Uttarakhand,Uttarkashi (Area 4),171,97,Domestic Fuel
Uttarakhand,Uttarkashi (Area 5),154,107,Road Dust
Uttarakhand,Uttarkashi (Area 6),306,78,Industrial Emissions
Uttar Pradesh,Agra,500,406,Construction Dust
Uttar Pradesh,Agra (Area 1),244,221,Domestic Fuel
Uttar Pradesh,Agra (Area 2),488,462,Construction Dust
Uttar Pradesh,Agra (Area 3),467,259,Waste Burning
Uttar Pradesh,Agra (Area 4),490,245,Waste Burning
Uttar Pradesh,Agra (Area 5),482,429,Construction Dust
Uttar Pradesh,Agra (Area 6),498,343,Vehicle
Uttar Pradesh,Aligarh,426,409,Industrial Emissions
Uttar Pradesh,Aligarh (Area 1),482,478,Industrial Emissions
Uttar Pradesh,Aligarh (Area 2),341,291,Waste Burning
Uttar Pradesh,Aligarh (Area 3),454,378,Industrial Emissions
Uttar Pradesh,Aligarh (Area 4),381,276,Waste Burning
Uttar Pradesh,Aligarh (Area 5),313,155,Industrial Emissions
Uttar Pradesh,Aligarh (Area 6),487,288,Industrial Emissions
Uttar Pradesh,Allahabad,424,304,Vehicle
Uttar Pradesh,Allahabad (Area 1),473,436,Vehicle
Uttar Pradesh,Allahabad (Area 2),473,315,Domestic Fuel
Uttar Pradesh,Allahabad (Area 3),333,325,Domestic Fuel
Uttar Pradesh,Allahabad (Area 4),323,315,Road Dust
Uttar Pradesh,Allahabad (Area 5),458,395,Construction Dust
Uttar Pradesh,Allahabad (Area 6),384,164,Waste Burning
Uttar Pradesh,Ambedkar Nagar,485,336,Road Dust
Uttar Pradesh,Ambedkar Nagar (Area 1),492,342,Crop Burning
Uttar Pradesh,Ambedkar Nagar (Area 2),372,326,Vehicle
Uttar Pradesh,Ambedkar Nagar (Area 3),329,210,Vehicle
Uttar Pradesh,Ambedkar Nagar (Area 4),488,393,Vehicle
Uttar Pradesh,Ambedkar Nagar (Area 5),301,211,Industrial Emissions
Uttar Pradesh,Ambedkar Nagar (Area 6),450,190,Crop Burning
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar),470,188,Waste Burning
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 1),228,189,Construction Dust
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 2),428,428,Vehicle
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 3),352,295,Vehicle
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 4),499,469,Vehicle
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 5),459,180,Vehicle
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 6),496,466,Industrial Emissions
Uttar Pradesh,Amroha (J.P. Nagar),443,361,Industrial Emissions
Uttar Pradesh,Amroha (J.P. Nagar) (Area 1),204,165,Domestic Fuel
Uttar Pradesh,Amroha (J.P. Nagar) (Area 2),478,473,Construction Dust
Uttar Pradesh,Amroha (J.P. Nagar) (Area 3),481,259,Waste Burning
Uttar Pradesh,Amroha (J.P. Nagar) (Area 4),454,335,Crop Burning
Uttar Pradesh,Amroha (J.P. Nagar) (Area 5),400,293,Waste Burning
Uttar Pradesh,Amroha (J.P. Nagar) (Area 6),365,320,Construction Dust
Uttar Pradesh,Auraiya,424,304,Road Dust
Uttar Pradesh,Auraiya (Area 1),495,479,Vehicle
Uttar Pradesh,Auraiya (Area 2),474,357,Vehicle
Uttar Pradesh,Auraiya (Area 3),159,158,Waste Burning
Uttar Pradesh,Auraiya (Area 4),380,162,Crop Burning
Uttar Pradesh,Auraiya (Area 5),428,421,Industrial Emissions
Uttar Pradesh,Auraiya (Area 6),372,210,Vehicle
Uttar Pradesh,Azamgarh,463,260,Construction Dust
Uttar Pradesh,Azamgarh (Area 1),309,276,Road Dust
Uttar Pradesh,Azamgarh (Area 2),306,213,Waste Burning
Uttar Pradesh,Azamgarh (Area 3),300,179,Waste Burning
Uttar Pradesh,Azamgarh (Area 4),384,273,Industrial Emissions
Uttar Pradesh,Azamgarh (Area 5),494,454,Industrial Emissions
Uttar Pradesh,Azamgarh (Area 6),453,378,Construction Dust
Uttar Pradesh,Baghpat,453,224,Road Dust
Uttar Pradesh,Baghpat (Area 1),427,349,Road Dust
Uttar Pradesh,Baghpat (Area 2),320,267,Road Dust
Uttar Pradesh,Baghpat (Area 3),494,436,Industrial Emissions
Uttar Pradesh,Baghpat (Area 4),473,463,Construction Dust
Uttar Pradesh,Baghpat (Area 5),498,341,Vehicle
Uttar Pradesh,Baghpat (Area 6),334,171,Waste Burning
Uttar Pradesh,Bahraich,482,330,Domestic Fuel
Uttar Pradesh,Bahraich (Area 1),424,336,Construction Dust
Uttar Pradesh,Bahraich (Area 2),315,164,Construction Dust
Uttar Pradesh,Bahraich (Area 3),459,427,Construction Dust
Uttar Pradesh,Bahraich (Area 4),311,187,Industrial Emissions
Uttar Pradesh,Bahraich (Area 5),419,348,Construction Dust
Uttar Pradesh,Bahraich (Area 6),243,238,Vehicle
Uttar Pradesh,Ballia,424,384,Construction Dust
Uttar Pradesh,Ballia (Area 1),324,318,Domestic Fuel
Uttar Pradesh,Ballia (Area 2),448,213,Domestic Fuel
Uttar Pradesh,Ballia (Area 3),494,375,Industrial Emissions
Uttar Pradesh,Ballia (Area 4),444,353,Industrial Emissions
Uttar Pradesh,Ballia (Area 5),429,417,Industrial Emissions
Uttar Pradesh,Ballia (Area 6),378,228,Domestic Fuel
Uttar Pradesh,Balrampur,485,230,Crop Burning
Uttar Pradesh,Balrampur (Area 1),479,467,Vehicle
Uttar Pradesh,Balrampur (Area 2),435,211,Industrial Emissions
Uttar Pradesh,Balrampur (Area 3),469,260,Industrial Emissions
Uttar Pradesh,Balrampur (Area 4),453,398,Vehicle
Uttar Pradesh,Balrampur (Area 5),453,344,Domestic Fuel
Uttar Pradesh,Balrampur (Area 6),487,465,Construction Dust
Uttar Pradesh,Banda,280,248,Domestic Fuel
Uttar Pradesh,Banda (Area 1),489,199,Domestic Fuel
Uttar Pradesh,Banda (Area 2),322,321,Crop Burning
Uttar Pradesh,Banda (Area 3),384,170,Vehicle
Uttar Pradesh,Banda (Area 4),475,436,Industrial Emissions
Uttar Pradesh,Banda (Area 5),455,354,Vehicle
Uttar Pradesh,Banda (Area 6),446,443,Industrial Emissions
Uttar Pradesh,Barabanki,261,233,Domestic Fuel
Uttar Pradesh,Barabanki (Area 1),473,379,Industrial Emissions
Uttar Pradesh,Barabanki (Area 2),387,343,Road Dust
Uttar Pradesh,Barabanki (Area 3),444,230,Domestic Fuel
Uttar Pradesh,Barabanki (Area 4),258,215,Domestic Fuel
Uttar Pradesh,Barabanki (Area 5),231,167,Crop Burning
Uttar Pradesh,Barabanki (Area 6),317,209,Waste Burning
Uttar Pradesh,Bareilly,470,276,Road Dust
Uttar Pradesh,Bareilly (Area 1),483,466,Industrial Emissions
Uttar Pradesh,Bareilly (Area 2),263,244,Industrial Emissions
Uttar Pradesh,Bareilly (Area 3),363,347,Domestic Fuel
Uttar Pradesh,Bareilly (Area 4),468,376,Vehicle
Uttar Pradesh,Bareilly (Area 5),267,194,Waste Burning
Uttar Pradesh,Bareilly (Area 6),481,299,Crop Burning
Uttar Pradesh,Basti,463,379,Industrial Emissions
Uttar Pradesh,Basti (Area 1),324,282,Domestic Fuel
Uttar Pradesh,Basti (Area 2),409,292,Vehicle
Uttar Pradesh,Basti (Area 3),397,199,Crop Burning
Uttar Pradesh,Basti (Area 4),256,237,Industrial Emissions
Uttar Pradesh,Basti (Area 5),491,415,Industrial Emissions
Uttar Pradesh,Basti (Area 6),397,197,Crop Burning
Uttar Pradesh,Bhadohi,467,407,Construction Dust
Uttar Pradesh,Bhadohi (Area 1),422,398,Construction Dust
Uttar Pradesh,Bhadohi (Area 2),436,350,Crop Burning
Uttar Pradesh,Bhadohi (Area 3),500,434,Vehicle
Uttar Pradesh,Bhadohi (Area 4),484,421,Construction Dust
Uttar Pradesh,Bhadohi (Area 5),453,290,Waste Burning
Uttar Pradesh,Bhadohi (Area 6),333,285,Domestic Fuel
Uttar Pradesh,Bijnor,481,472,Vehicle
Uttar Pradesh,Bijnor (Area 1),299,279,Construction Dust
Uttar Pradesh,Bijnor (Area 2),406,339,Waste Burning
Uttar Pradesh,Bijnor (Area 3),336,290,Construction Dust
Uttar Pradesh,Bijnor (Area 4),246,178,Vehicle
Uttar Pradesh,Bijnor (Area 5),466,248,Vehicle
Uttar Pradesh,Bijnor (Area 6),484,441,Industrial Emissions
Uttar Pradesh,Budaun,407,339,Domestic Fuel
Uttar Pradesh,Budaun (Area 1),224,160,Waste Burning
Uttar Pradesh,Budaun (Area 2),386,360,Construction Dust
Uttar Pradesh,Budaun (Area 3),407,289,Domestic Fuel
Uttar Pradesh,Budaun (Area 4),463,392,Industrial Emissions
Uttar Pradesh,Budaun (Area 5),396,343,Industrial Emissions
Uttar Pradesh,Budaun (Area 6),420,214,Crop Burning
Uttar Pradesh,Bulandshahr,455,239,Road Dust
Uttar Pradesh,Bulandshahr (Area 1),217,188,Road Dust
Uttar Pradesh,Bulandshahr (Area 2),401,293,Construction Dust
Uttar Pradesh,Bulandshahr (Area 3),489,443,Construction Dust
Uttar Pradesh,Bulandshahr (Area 4),344,191,Road Dust
Uttar Pradesh,Bulandshahr (Area 5),443,330,Industrial Emissions
Uttar Pradesh,Bulandshahr (Area 6),449,401,Industrial Emissions
Uttar Pradesh,Chandauli,369,325,Industrial Emissions
Uttar Pradesh,Chandauli (Area 1),332,325,Waste Burning
Uttar Pradesh,Chandauli (Area 2),498,231,Road Dust
Uttar Pradesh,Chandauli (Area 3),349,349,Road Dust
Uttar Pradesh,Chandauli (Area 4),485,460,Vehicle
Uttar Pradesh,Chandauli (Area 5),296,248,Domestic Fuel
Uttar Pradesh,Chandauli (Area 6),360,317,Waste Burning
Uttar Pradesh,Chitrakoot,439,331,Vehicle
Uttar Pradesh,Chitrakoot (Area 1),294,183,Domestic Fuel
Uttar Pradesh,Chitrakoot (Area 2),367,236,Domestic Fuel
Uttar Pradesh,Chitrakoot (Area 3),411,245,Waste Burning
Uttar Pradesh,Chitrakoot (Area 4),277,211,Crop Burning
Uttar Pradesh,Chitrakoot (Area 5),468,336,Domestic Fuel
Uttar Pradesh,Chitrakoot (Area 6),382,248,Vehicle
Uttar Pradesh,Deoria,445,249,Industrial Emissions
Uttar Pradesh,Deoria (Area 1),490,193,Construction Dust
Uttar Pradesh,Deoria (Area 2),292,242,Road Dust
Uttar Pradesh,Deoria (Area 3),438,326,Crop Burning
Uttar Pradesh,Deoria (Area 4),439,319,Road Dust
Uttar Pradesh,Deoria (Area 5),459,448,Vehicle
Uttar Pradesh,Deoria (Area 6),467,428,Vehicle
Uttar Pradesh,Etah,319,246,Crop Burning
Uttar Pradesh,Etah (Area 1),419,329,Crop Burning
Uttar Pradesh,Etah (Area 2),430,396,Construction Dust
Uttar Pradesh,Etah (Area 3),454,284,Domestic Fuel
Uttar Pradesh,Etah (Area 4),401,225,Crop Burning
Uttar Pradesh,Etah (Area 5),275,219,Construction Dust
Uttar Pradesh,Etah (Area 6),488,480,Vehicle
Uttar Pradesh,Etawah,420,372,Vehicle
Uttar Pradesh,Etawah (Area 1),360,324,Vehicle
Uttar Pradesh,Etawah (Area 2),457,179,Waste Burning
Uttar Pradesh,Etawah (Area 3),456,323,Crop Burning
Uttar Pradesh,Etawah (Area 4),410,282,Domestic Fuel
Uttar Pradesh,Etawah (Area 5),211,180,Road Dust
Uttar Pradesh,Etawah (Area 6),425,400,Industrial Emissions
Uttar Pradesh,Faizabad,407,294,Road Dust
Uttar Pradesh,Faizabad (Area 1),401,274,Crop Burning
Uttar Pradesh,Faizabad (Area 2),471,370,Construction Dust
Uttar Pradesh,Faizabad (Area 3),496,278,Crop Burning
Uttar Pradesh,Faizabad (Area 4),485,461,Construction Dust
Uttar Pradesh,Faizabad (Area 5),471,470,Construction Dust
Uttar Pradesh,Faizabad (Area 6),460,452,Vehicle
Uttar Pradesh,Farrukhabad,379,370,Construction Dust
Uttar Pradesh,Farrukhabad (Area 1),321,188,Construction Dust
Uttar Pradesh,Farrukhabad (Area 2),488,454,Industrial Emissions
Uttar Pradesh,Farrukhabad (Area 3),300,280,Road Dust
Uttar Pradesh,Farrukhabad (Area 4),466,458,Construction Dust
Uttar Pradesh,Farrukhabad (Area 5),493,421,Construction Dust
Uttar Pradesh,Farrukhabad (Area 6),271,160,Industrial Emissions
Uttar Pradesh,Fatehpur,489,428,Vehicle
Uttar Pradesh,Fatehpur (Area 1),321,279,Industrial Emissions
Uttar Pradesh,Fatehpur (Area 2),452,438,Vehicle
Uttar Pradesh,Fatehpur (Area 3),316,226,Waste Burning
Uttar Pradesh,Fatehpur (Area 4),367,257,Industrial Emissions
Uttar Pradesh,Fatehpur (Area 5),345,180,Construction Dust
Uttar Pradesh,Fatehpur (Area 6),277,234,Crop Burning
Uttar Pradesh,Firozabad,324,158,Domestic Fuel
Uttar Pradesh,Firozabad (Area 1),423,409,Industrial Emissions
Uttar Pradesh,Firozabad (Area 2),321,160,Road Dust
Uttar Pradesh,Firozabad (Area 3),459,391,Construction Dust
Uttar Pradesh,Firozabad (Area 4),419,417,Industrial Emissions
Uttar Pradesh,Firozabad (Area 5),477,282,Construction Dust
Uttar Pradesh,Firozabad (Area 6),323,251,Domestic Fuel
Uttar Pradesh,Gautam Buddha Nagar,430,308,Construction Dust
Uttar Pradesh,Gautam Buddha Nagar (Area 1),491,416,Vehicle
Uttar Pradesh,Gautam Buddha Nagar (Area 2),451,332,Construction Dust
Uttar Pradesh,Gautam Buddha Nagar (Area 3),394,352,Industrial Emissions
Uttar Pradesh,Gautam Buddha Nagar (Area 4),483,472,Vehicle
Uttar Pradesh,Gautam Buddha Nagar (Area 5),473,434,Construction Dust
Uttar Pradesh,Gautam Buddha Nagar (Area 6),499,450,Construction Dust
Uttar Pradesh,Ghaziabad,370,206,Vehicle
Uttar Pradesh,Ghaziabad (Area 1),413,312,Waste Burning
Uttar Pradesh,Ghaziabad (Area 2),485,440,Construction Dust
Uttar Pradesh,Ghaziabad (Area 3),467,400,Industrial Emissions
Uttar Pradesh,Ghaziabad (Area 4),420,397,Construction Dust
Uttar Pradesh,Ghaziabad (Area 5),477,171,Vehicle
Uttar Pradesh,Ghaziabad (Area 6),494,341,Vehicle
Uttar Pradesh,Ghazipur,481,373,Industrial Emissions
Uttar Pradesh,Ghazipur (Area 1),415,293,Vehicle
Uttar Pradesh,Ghazipur (Area 2),454,453,Industrial Emissions
Uttar Pradesh,Ghazipur (Area 3),354,292,Domestic Fuel
Uttar Pradesh,Ghazipur (Area 4),470,464,Construction Dust
Uttar Pradesh,Ghazipur (Area 5),412,392,Industrial Emissions
Uttar Pradesh,Ghazipur (Area 6),453,299,Construction Dust
Uttar Pradesh,Gonda,399,348,Domestic Fuel
Uttar Pradesh,Gonda (Area 1),388,378,Industrial Emissions
Uttar Pradesh,Gonda (Area 2),436,430,Construction Dust
Uttar Pradesh,Gonda (Area 3),488,472,Construction Dust
Uttar Pradesh,Gonda (Area 4),445,391,Vehicle
Uttar Pradesh,Gonda (Area 5),492,190,Crop Burning
Uttar Pradesh,Gonda (Area 6),377,272,Waste Burning
Uttar Pradesh,Gorakhpur,422,296,Crop Burning
Uttar Pradesh,Gorakhpur (Area 1),458,443,Vehicle
Uttar Pradesh,Gorakhpur (Area 2),308,260,Industrial Emissions
Uttar Pradesh,Gorakhpur (Area 3),485,478,Construction Dust
Uttar Pradesh,Gorakhpur (Area 4),444,283,Waste Burning
Uttar Pradesh,Gorakhpur (Area 5),349,326,Construction Dust
Uttar Pradesh,Gorakhpur (Area 6),432,356,Vehicle
Uttar Pradesh,Hamirpur,385,186,Industrial Emissions
Uttar Pradesh,Hamirpur (Area 1),428,427,Vehicle
Uttar Pradesh,Hamirpur (Area 2),304,281,Industrial Emissions
Uttar Pradesh,Hamirpur (Area 3),486,466,Vehicle
Uttar Pradesh,Hamirpur (Area 4),433,433,Vehicle
Uttar Pradesh,Hamirpur (Area 5),297,266,Waste Burning
Uttar Pradesh,Hamirpur (Area 6),469,356,Construction Dust
Uttar Pradesh,Hapur (Panchsheel Nagar),257,186,Waste Burning
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 1),343,235,Crop Burning
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 2),354,188,Vehicle
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 3),250,249,Road Dust
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 4),368,343,Vehicle
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 5),490,388,Industrial Emissions
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 6),307,278,Road Dust
Uttar Pradesh,Hardoi,460,407,Industrial Emissions
Uttar Pradesh,Hardoi (Area 1),304,201,Road Dust
Uttar Pradesh,Hardoi (Area 2),199,174,Road Dust
Uttar Pradesh,Hardoi (Area 3),307,239,Industrial Emissions
Uttar Pradesh,Hardoi (Area 4),489,465,Construction Dust
Uttar Pradesh,Hardoi (Area 5),441,437,Vehicle
Uttar Pradesh,Hardoi (Area 6),477,297,Domestic Fuel
Uttar Pradesh,Hathras,485,297,Domestic Fuel
Uttar Pradesh,Hathras (Area 1),475,437,Industrial Emissions
Uttar Pradesh,Hathras (Area 2),393,358,Industrial Emissions
Uttar Pradesh,Hathras (Area 3),291,281,Road Dust
Uttar Pradesh,Hathras (Area 4),421,337,Vehicle
Uttar Pradesh,Hathras (Area 5),485,473,Industrial Emissions
Uttar Pradesh,Hathras (Area 6),214,154,Construction Dust
Uttar Pradesh,Jalaun,469,235,Vehicle
Uttar Pradesh,Jalaun (Area 1),380,168,Industrial Emissions
Uttar Pradesh,Jalaun (Area 2),381,279,Crop Burning
Uttar Pradesh,Jalaun (Area 3),474,287,Vehicle
Uttar Pradesh,Jalaun (Area 4),385,350,Crop Burning
Uttar Pradesh,Jalaun (Area 5),466,453,Vehicle
Uttar Pradesh,Jalaun (Area 6),437,434,Vehicle
Uttar Pradesh,Jaunpur,419,335,Crop Burning
Uttar Pradesh,Jaunpur (Area 1),475,376,Construction Dust
Uttar Pradesh,Jaunpur (Area 2),465,374,Industrial Emissions
Uttar Pradesh,Jaunpur (Area 3),422,374,Vehicle
Uttar Pradesh,Jaunpur (Area 4),350,193,Construction Dust
Uttar Pradesh,Jaunpur (Area 5),480,458,Industrial Emissions
Uttar Pradesh,Jaunpur (Area 6),392,231,Construction Dust
Uttar Pradesh,Jhansi,281,230,Domestic Fuel
Uttar Pradesh,Jhansi (Area 1),293,286,Crop Burning
Uttar Pradesh,Jhansi (Area 2),485,403,Industrial Emissions
Uttar Pradesh,Jhansi (Area 3),500,479,Industrial Emissions
Uttar Pradesh,Jhansi (Area 4),303,259,Construction Dust
Uttar Pradesh,Jhansi (Area 5),409,270,Road Dust
Uttar Pradesh,Jhansi (Area 6),326,316,Waste Burning
Uttar Pradesh,Kannauj,255,218,Industrial Emissions
Uttar Pradesh,Kannauj (Area 1),369,356,Vehicle
Uttar Pradesh,Kannauj (Area 2),442,327,Industrial Emissions
Uttar Pradesh,Kannauj (Area 3),318,300,Road Dust
Uttar Pradesh,Kannauj (Area 4),327,297,Industrial Emissions
Uttar Pradesh,Kannauj (Area 5),481,349,Domestic Fuel
Uttar Pradesh,Kannauj (Area 6),464,407,Vehicle
Uttar Pradesh,Kanpur Dehat,449,253,Construction Dust
Uttar Pradesh,Kanpur Dehat (Area 1),367,201,Industrial Emissions
Uttar Pradesh,Kanpur Dehat (Area 2),445,150,Construction Dust
Uttar Pradesh,Kanpur Dehat (Area 3),348,230,Industrial Emissions
Uttar Pradesh,Kanpur Dehat (Area 4),311,153,Waste Burning
Uttar Pradesh,Kanpur Dehat (Area 5),465,179,Vehicle
Uttar Pradesh,Kanpur Dehat (Area 6),473,340,Construction Dust
Uttar Pradesh,Kanpur Nagar,366,156,Construction Dust
Uttar Pradesh,Kanpur Nagar (Area 1),376,263,Waste Burning
Uttar Pradesh,Kanpur Nagar (Area 2),436,249,Crop Burning
Uttar Pradesh,Kanpur Nagar (Area 3),257,211,Crop Burning
Uttar Pradesh,Kanpur Nagar (Area 4),373,169,Construction Dust
Uttar Pradesh,Kanpur Nagar (Area 5),323,283,Construction Dust
Uttar Pradesh,Kanpur Nagar (Area 6),422,376,Construction Dust
Uttar Pradesh,Kanshiram Nagar (Kasganj),476,472,Vehicle
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 1),355,296,Waste Burning
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 2),391,364,Industrial Emissions
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 3),364,354,Vehicle
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 4),359,277,Waste Burning
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 5),404,295,Vehicle
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 6),445,270,Construction Dust
Uttar Pradesh,Kaushambi,300,152,Waste Burning
Uttar Pradesh,Kaushambi (Area 1),366,190,Waste Burning
Uttar Pradesh,Kaushambi (Area 2),460,379,Vehicle
Uttar Pradesh,Kaushambi (Area 3),428,226,Construction Dust
Uttar Pradesh,Kaushambi (Area 4),178,170,Crop Burning
Uttar Pradesh,Kaushambi (Area 5),489,465,Industrial Emissions
Uttar Pradesh,Kaushambi (Area 6),367,277,Crop Burning
Uttar Pradesh,Kushinagar (Padrauna),497,362,Industrial Emissions
Uttar Pradesh,Kushinagar (Padrauna) (Area 1),417,336,Waste Burning
Uttar Pradesh,Kushinagar (Padrauna) (Area 2),390,317,Waste Burning
Uttar Pradesh,Kushinagar (Padrauna) (Area 3),480,464,Vehicle
Uttar Pradesh,Kushinagar (Padrauna) (Area 4),210,157,Vehicle
Uttar Pradesh,Kushinagar (Padrauna) (Area 5),473,453,Construction Dust
Uttar Pradesh,Kushinagar (Padrauna) (Area 6),322,264,Waste Burning
Uttar Pradesh,Lakhimpur - Kheri,484,479,Vehicle
Uttar Pradesh,Lakhimpur - Kheri (Area 1),479,319,Crop Burning
Uttar Pradesh,Lakhimpur - Kheri (Area 2),467,443,Vehicle
Uttar Pradesh,Lakhimpur - Kheri (Area 3),352,348,Waste Burning
Uttar Pradesh,Lakhimpur - Kheri (Area 4),474,452,Vehicle
Uttar Pradesh,Lakhimpur - Kheri (Area 5),448,435,Industrial Emissions
Uttar Pradesh,Lakhimpur - Kheri (Area 6),418,415,Construction Dust
Uttar Pradesh,Lalitpur,259,194,Waste Burning
Uttar Pradesh,Lalitpur (Area 1),472,433,Industrial Emissions
Uttar Pradesh,Lalitpur (Area 2),339,181,Construction Dust
Uttar Pradesh,Lalitpur (Area 3),484,334,Domestic Fuel
Uttar Pradesh,Lalitpur (Area 4),341,338,Vehicle
